account_id,n_records_p1,n_records_p2,total_records,days_active,lifecycle_days,first_date,last_date,level_start,level_end,level_growth,level_growth_rate,current_level_max,total_pay,is_paying,first_pay_time,first_pay_level,vip_level_max,is_in_league,league_name,country,platform,channel_id,media_source,food_get,food_reduce,wood_get,wood_reduce,stone_get,stone_reduce,coins_get,coins_reduce,diamond_get,diamond_reduce,diamond_median,total_get,total_reduce,duration_times,n_event_types
1368331154,1234,2860,4094,7,10,2026-02-18,2026-02-27,0,5,5,0.7142857142857143,5,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,4646100.0,188000.0,3405225.0,435000.0,1410212.0,0.0,0.0,0.0,1480.0,1470.0,500.0,13948714.0,833292.0,5160.0,57
1368789985,746,2453,3199,8,26,2026-02-17,2026-03-14,0,4,4,0.5,4,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,910223.0,809548.0,813449.0,709024.0,409600.0,396400.0,9400.0,9300.0,770.0,21.0,650.0,2472149.0,2088055.0,7200.0,56
1373316120,58,503,561,2,2,2026-02-16,2026-02-17,0,2,2,1.0,2,0.0,0,,,1,0,,Viet Nam,2,AppStore,,51300.0,160.0,36900.0,160.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109955.0,1820.0,82147.0,29
1373902502,151,717,868,2,2,2026-02-16,2026-02-17,0,4,4,2.0,4,0.0,0,,,1,0,,Philippines,1,Google,organic,486300.0,6230.0,471900.0,6230.0,326800.0,0.0,0.0,0.0,500.0,0.0,300.0,1327840.0,19860.0,8580.0,33
1374374750,6,65,71,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Bosnia and Herzegovina,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,0.0,62.0,17
1374996836,918,2359,3277,12,1,2026-02-18,2026-02-18,0,5,5,0.4166666666666667,5,0.0,0,,,1,1,sacthuma,Indonesia,1,Google,Facebook Ads,776323.0,234785.0,761516.0,214035.0,467400.0,34700.0,2664.0,0.0,1100.0,0.0,850.0,2298334.0,690095.0,4500.0,51
1377638060,513,1447,1960,3,3,2026-02-18,2026-02-20,0,4,4,1.3333333333333333,4,0.0,0,,,1,1,TEAMPH,Philippines,1,Google,Facebook Ads,636310.0,24365.0,621480.0,20615.0,393940.0,0.0,0.0,0.0,700.0,0.0,300.0,1827543.0,156071.0,1800.0,46
1377781400,17,67,84,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Philippines,2,AppStore,,32800.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,39854.0,0.0,180.0,14
1381972456,58,113,171,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Viet Nam,2,AppStore,,51300.0,160.0,36900.0,160.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109955.0,1820.0,360.0,17
1382609471,55,480,535,2,2,2026-02-16,2026-02-17,0,2,2,1.0,2,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,51300.0,150.0,36900.0,150.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109905.0,1800.0,480.0,31
1384170679,87,541,628,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Viet Nam,1,Google,,66300.0,160.0,51900.0,160.0,23000.0,0.0,0.0,0.0,300.0,0.0,100.0,155362.0,7721.0,600.0,30
1385324299,147,727,874,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Denmark,1,Google,,99300.0,200.0,88281.0,200.0,41700.0,0.0,0.0,0.0,300.0,0.0,150.0,288239.0,15201.0,1080.0,33
1386822186,1456,2556,4012,9,3,2026-02-17,2026-02-19,0,6,6,0.6666666666666666,6,0.0,0,,,1,1,NeverGiveUp,Viet Nam,2,AppStore,organic,1302210.0,482925.0,1425164.0,451175.0,718126.0,206060.0,36000.0,4750.0,1180.0,0.0,940.0,4012172.0,1640801.0,6360.0,65
1388129328,740,1794,2534,3,5,2026-02-16,2026-02-20,0,4,4,1.3333333333333333,4,0.99,1,2026-02-17 00:07:44,1.0,1,1,Chronosaurus,Spain,1,Google,Facebook Ads,925388.0,83560.0,612175.0,52560.0,397840.0,0.0,0.0,0.0,1640.0,90.0,500.0,3141384.0,261558.0,2220.0,54
1390177517,3310,7651,10961,14,3,2026-02-19,2026-02-21,0,8,8,0.5714285714285714,8,0.99,1,2026-02-19 02:54:43,1.0,1,1,ĐỒNGNAI,Thailand,1,Google,Facebook Ads,6899769.0,3544940.0,6895523.0,3486360.0,4095432.0,2351178.0,753110.0,734360.0,2250.0,1009.0,591.0,23737549.0,14255516.0,19860.0,71
1390201177,18,233,251,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Indonesia,1,Google,,32800.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,39954.0,0.0,240.0,25
1391222596,5327,11296,16623,91,17,2026-02-18,2026-03-06,0,11,11,0.12087912087912088,11,0.0,0,,,1,1,ELITEBRASILEIRA,Brazil,1,Google,Facebook Ads,25136043.0,17046355.0,24525187.0,17104805.0,16007726.0,12518130.0,4857916.0,1555505.0,8594.0,7453.0,1141.0,86487915.0,63394908.0,18480.0,82
1393670108,1309,3245,4554,4,6,2026-02-17,2026-02-22,0,5,5,1.25,5,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,2093106.0,1993106.0,2034793.0,1934793.0,992588.0,992588.0,48000.0,16630.0,1030.0,0.0,920.0,6947243.0,5196278.0,4860.0,54
1394334308,173,794,967,3,2,2026-02-17,2026-02-18,0,4,4,1.3333333333333333,4,0.0,0,,,1,0,,United States,1,Google,organic,451300.0,8230.0,436900.0,8230.0,328300.0,0.0,0.0,0.0,300.0,0.0,300.0,1261676.0,59176.0,1080.0,35
1394412668,1062,2642,3704,2,3,2026-02-16,2026-02-18,0,5,5,2.5,5,0.0,0,,,1,1,INJUSTIÇABR,Indonesia,1,Google,Facebook Ads,862185.0,123200.0,870393.0,110700.0,493304.0,0.0,0.0,0.0,900.0,0.0,700.0,2608514.0,440568.0,5160.0,52
1396824315,380,470,850,3,3,2026-02-18,2026-02-20,0,4,4,1.3333333333333333,4,0.0,0,,,1,1,Maraville,Brazil,2,AppStore,,526300.0,24420.0,512520.0,19420.0,340600.0,0.0,0.0,0.0,500.0,0.0,500.0,1485924.0,137526.0,1620.0,26
1396876832,38,356,394,1,1,2026-02-17,2026-02-17,0,1,1,1.0,1,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,38800.0,0.0,24400.0,0.0,3600.0,0.0,0.0,0.0,200.0,0.0,100.0,71804.0,1500.0,720.0,26
1398176956,425,1384,1809,2,2,2026-02-19,2026-02-20,0,3,3,1.5,3,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,253609.0,17375.0,227241.0,13625.0,97900.0,0.0,0.0,0.0,600.0,0.0,300.0,691874.0,97412.0,2280.0,39
1398485789,1033,2594,3627,4,4,2026-02-19,2026-02-22,0,4,4,1.0,4,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,1533636.0,1486836.0,1498884.0,1452084.0,829388.0,829388.0,0.0,0.0,900.0,6.0,594.0,5124644.0,3893190.0,2940.0,52
1399844408,6,69,75,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Spain,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,0.0,60.0,17
1400208325,12,174,186,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Poland,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,75.0,7054.0,0.0,120.0,24
1400722158,557,1557,2114,3,6,2026-02-17,2026-02-22,0,4,4,1.3333333333333333,4,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,742352.0,638492.0,673438.0,520638.0,388540.0,388540.0,0.0,0.0,840.0,506.0,300.0,2025849.0,1641900.0,1740.0,43
1402699961,740,2110,2850,7,4,2026-02-16,2026-02-19,0,4,4,0.5714285714285714,4,0.0,0,,,1,0,,Indonesia,1,Google,Facebook Ads,1044751.0,19500.0,1031887.0,20000.0,447636.0,0.0,0.0,0.0,700.0,0.0,400.0,3733324.0,195604.0,4860.0,57
1405758323,1167,2683,3850,8,3,2026-02-19,2026-02-21,0,6,6,0.75,6,0.99,1,2026-02-20 09:18:04,1.0,1,0,,Viet Nam,1,Google,Facebook Ads,1111524.0,221485.0,1100230.0,225235.0,641328.0,116000.0,50000.0,0.0,1200.0,129.0,958.0,4866056.0,788800.0,3840.0,62
1406573834,1049,2536,3585,2,26,2026-02-18,2026-03-15,0,5,5,2.5,5,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,1103052.0,75125.0,1073589.0,78875.0,593180.0,4700.0,42000.0,0.0,1020.0,0.0,600.0,3291335.0,362816.0,4020.0,55
1410225284,464,1308,1772,2,4,2026-02-16,2026-02-19,0,3,3,1.5,3,0.0,0,,,1,1,ROYAUMEFR,Indonesia,1,Google,Facebook Ads,197922.0,60040.0,183938.0,21040.0,90100.0,0.0,0.0,0.0,500.0,0.0,300.0,587282.0,116485.0,2700.0,44
1415445029,812,1999,2811,6,2,2026-02-16,2026-02-17,0,4,4,0.6666666666666666,4,0.0,0,,,1,0,,France,1,Google,Facebook Ads,799163.0,75670.0,778568.0,70670.0,450988.0,0.0,0.0,0.0,900.0,0.0,400.0,2333514.0,271182.0,4020.0,50
1417725342,421,1269,1690,2,21,2026-02-17,2026-03-09,0,4,4,2.0,4,0.0,0,,,1,0,,Italy,1,Google,organic,583904.0,18760.0,568655.0,18760.0,394800.0,0.0,0.0,0.0,500.0,0.0,300.0,1716444.0,76124.0,4080.0,42
1424186258,1439,3212,4651,11,14,2026-02-16,2026-03-01,0,5,5,0.45454545454545453,5,0.0,0,,,1,1,Ventobravo,Thailand,1,Google,Facebook Ads,1604941.0,1384941.0,1631798.0,1411798.0,994429.0,994429.0,48888.0,0.0,1130.0,33.0,1097.0,4806834.0,4060409.0,6660.0,58
1424571355,132,653,785,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Philippines,1,Google,,86090.0,350.0,73148.0,350.0,30200.0,0.0,0.0,0.0,300.0,0.0,200.0,245300.0,12701.0,1200.0,32
1424992690,1894,2771,4665,11,33,2026-02-17,2026-03-21,0,5,5,0.45454545454545453,5,0.0,0,,,1,1,ELITEBRASILEIRA,United Kingdom,2,AppStore,organic,3169348.0,310209.0,2442715.0,183105.0,1426554.0,1426554.0,797580.0,60750.0,3565.0,294.0,2061.0,10279156.0,2243380.0,7860.0,66
1425861695,820,2229,3049,7,60,2026-02-19,2026-04-19,0,4,4,0.5714285714285714,4,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,866695.0,20125.0,788816.0,16375.0,436060.0,0.0,0.0,0.0,940.0,52.0,748.0,2426329.0,225366.0,5460.0,54
1427058346,51,437,488,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Philippines,1,Google,,49800.0,150.0,35400.0,150.0,11200.0,0.0,0.0,0.0,200.0,0.0,100.0,105405.0,1800.0,300.0,29
1428299235,1313,3476,4789,9,62,2026-02-16,2026-04-18,0,5,5,0.5555555555555556,5,0.99,1,2026-02-16 15:00:35,1.0,2,1,ÂÑTÅRËS,Viet Nam,1,Google,Facebook Ads,2018533.0,257030.0,1960822.0,226030.0,928040.0,0.0,16792.0,0.0,1020.0,220.0,700.0,6467482.0,743479.0,16800.0,68
1428477756,83,551,634,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Viet Nam,1,Google,,64800.0,160.0,50400.0,160.0,21500.0,0.0,0.0,0.0,300.0,0.0,100.0,149062.0,7721.0,840.0,30
1429638225,895,2429,3324,12,19,2026-02-17,2026-03-07,0,5,5,0.4166666666666667,5,0.0,0,,,1,1,Marechal,Brazil,1,Google,Untrusted Devices,957953.0,949153.0,963501.0,955501.0,536564.0,537204.0,0.0,0.0,1000.0,21.0,979.0,2865709.0,2648421.0,5760.0,57
1429884776,188,1833,2021,4,1,2026-02-19,2026-02-19,0,2,2,0.5,2,0.0,0,,,1,0,,Japan,1,Google,organic,109300.0,290.0,95263.0,290.0,48000.0,0.0,0.0,0.0,300.0,0.0,300.0,312703.0,30182.0,287040.0,36
1431364955,1136,2627,3763,6,4,2026-02-19,2026-02-22,0,5,5,0.8333333333333334,5,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,1242370.0,606319.0,1212553.0,607569.0,735453.0,515714.0,87400.0,0.0,1080.0,0.0,1020.0,3820782.0,1936357.0,11280.0,60
1432016051,6766,13915,20681,34,55,2026-02-16,2026-04-11,0,11,11,0.3235294117647059,11,0.0,0,,,1,1,Romanempire,Philippines,1,Google,Facebook Ads,32036268.0,17219930.0,36098651.0,17795760.0,23990037.0,11794513.0,11323143.0,11323143.0,8088.0,7315.0,488.0,118989608.0,73308565.0,66240.0,89
1432313206,1163,2742,3905,10,11,2026-02-17,2026-02-27,0,5,5,0.5,5,0.0,0,,,1,0,,Spain,1,Google,Facebook Ads,1546552.0,1144332.0,1508791.0,1108031.0,522064.0,482064.0,15400.0,0.0,910.0,120.0,740.0,5975103.0,2992928.0,5040.0,56
1432990031,44,377,421,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Ukraine,1,Google,,40300.0,150.0,25900.0,150.0,4800.0,0.0,0.0,0.0,200.0,0.0,100.0,77004.0,1800.0,360.0,28
1432998412,535,1256,1791,2,2,2026-02-17,2026-02-18,0,4,4,2.0,4,0.0,0,,,1,0,,Poland,1,Google,organic,645557.0,48850.0,623555.0,48850.0,389140.0,0.0,0.0,0.0,500.0,0.0,300.0,1821203.0,222597.0,3300.0,43
1434375070,28,305,333,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Ukraine,1,Google,,34300.0,0.0,19900.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,100.0,58704.0,1500.0,300.0,26
1434724420,17,251,268,2,2,2026-02-16,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Spain,1,Google,organic,32800.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,39854.0,0.0,180.0,25
1438684757,109,617,726,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Italy,1,Google,,65106.0,170.0,50400.0,170.0,21500.0,0.0,0.0,0.0,300.0,0.0,200.0,163820.0,22541.0,840.0,31
1441561542,76,592,668,2,5,2026-02-19,2026-02-23,0,2,2,1.0,2,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,52800.0,160.0,38400.0,160.0,12400.0,0.0,0.0,0.0,300.0,0.0,200.0,114157.0,10220.0,900.0,33
1442717072,124,710,834,3,5,2026-02-16,2026-02-20,0,3,3,1.0,3,0.0,0,,,1,1,Reddragonskings,Philippines,1,Google,Facebook Ads,78800.0,4730.0,64400.0,1730.0,26600.0,0.0,0.0,0.0,800.0,0.0,150.0,227308.0,13862.0,264715.0,33
1443253401,141,792,933,2,5,2026-02-17,2026-02-21,0,2,2,1.0,2,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,118600.0,340.0,90607.0,340.0,34700.0,0.0,0.0,0.0,300.0,0.0,200.0,304809.0,10681.0,1020.0,36
1444248338,112,608,720,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Philippines,1,Google,,82300.0,170.0,69451.0,170.0,27800.0,0.0,0.0,0.0,300.0,0.0,125.0,234969.0,7741.0,720.0,33
1448847113,58,473,531,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Australia,1,Google,,51300.0,160.0,36900.0,160.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109955.0,1820.0,420.0,29
1450255757,51,444,495,2,3,2026-02-18,2026-02-20,0,2,2,1.0,2,0.0,0,,,1,0,,Malaysia,1,Google,Facebook Ads,49800.0,150.0,35400.0,150.0,11200.0,0.0,0.0,0.0,200.0,0.0,100.0,105405.0,1800.0,180.0,28
1451164723,373,559,932,1,1,2026-02-19,2026-02-19,0,3,3,3.0,3,0.0,0,,,1,0,,Thailand,2,AppStore,Facebook Ads,164103.0,21650.0,130191.0,29650.0,69700.0,0.0,0.0,0.0,900.0,24.0,300.0,456925.0,120129.0,3360.0,43
1453939846,484,1571,2055,2,19,2026-02-19,2026-03-09,0,4,4,2.0,4,0.0,0,,,1,0,,Vietnam,1,Google,,589300.0,13240.0,576590.0,13240.0,382500.0,0.0,0.0,0.0,600.0,600.0,300.0,1755659.0,183205.0,1680.0,46
1454053974,662,2003,2665,6,8,2026-02-18,2026-02-25,0,4,4,0.6666666666666666,4,0.0,0,,,1,1,Philipines,Philippines,1,Google,Facebook Ads,740861.0,740061.0,710689.0,709889.0,410300.0,416700.0,0.0,0.0,700.0,99.0,400.0,2059388.0,1993152.0,4140.0,52
1454664326,1406,3148,4554,10,9,2026-02-18,2026-02-26,0,5,5,0.5,5,0.0,0,,,1,0,,United States,1,Google,Facebook Ads,2134213.0,249465.0,2065470.0,240715.0,993565.0,39120.0,75412.0,74760.0,1030.0,54.0,300.0,6803551.0,862996.0,5820.0,55
1455024928,72,559,631,1,1,2026-02-18,2026-02-18,0,2,2,2.0,2,0.0,0,,,1,0,,Viet Nam,1,Google,,52800.0,160.0,38400.0,160.0,12400.0,0.0,0.0,0.0,300.0,0.0,200.0,114155.0,10320.0,600.0,30
1457196032,87,558,645,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Indonesia,1,Google,,66300.0,160.0,51900.0,160.0,23000.0,0.0,0.0,0.0,300.0,0.0,100.0,155362.0,7721.0,900.0,30
1457493251,1997,5051,7048,10,3,2026-02-18,2026-02-20,0,7,7,0.7,7,0.99,1,2026-02-19 14:05:16,1.0,1,1,BlueLunar,Thailand,1,Google,Facebook Ads,3266612.0,1268285.0,3244969.0,1249635.0,1574914.0,675030.0,201300.0,4750.0,1600.0,3.0,1020.0,11604809.0,3722362.0,12780.0,75
1459037701,124,689,813,2,3,2026-02-17,2026-02-19,0,2,2,1.0,2,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,85300.0,160.0,72724.0,160.0,30200.0,0.0,0.0,0.0,300.0,0.0,100.0,243824.0,12121.0,215332.0,35
1463272739,1141,2685,3826,15,41,2026-02-16,2026-03-28,0,5,5,0.3333333333333333,5,0.0,0,,,1,1,BRAZUKAS,Canada,1,Google,Facebook Ads,999642.0,926342.0,999827.0,926283.0,559504.0,559504.0,6000.0,0.0,810.0,0.0,810.0,2966025.0,2618676.0,6720.0,57
1464310253,725,2065,2790,5,2,2026-02-17,2026-02-18,0,4,4,0.8,4,0.0,0,,,1,1,Romanempire,Indonesia,1,Google,Facebook Ads,761228.0,64300.0,736254.0,50300.0,426740.0,0.0,0.0,0.0,600.0,0.0,600.0,2151694.0,239498.0,4200.0,52
1465938816,8,105,113,1,1,2026-02-18,2026-02-18,0,0,0,0.0,0,0.0,0,,,1,0,,Mexico,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,5554.0,0.0,120.0,23
1471623680,170,826,996,1,1,2026-02-19,2026-02-19,0,2,2,2.0,2,0.0,0,,,1,0,,Brazil,1,Google,,101494.0,200.0,87777.0,200.0,43200.0,0.0,0.0,0.0,300.0,0.0,300.0,292733.0,30001.0,1440.0,34
1472521227,12177,30211,42388,35,57,2026-02-16,2026-04-13,0,13,13,0.37142857142857144,13,0.0,0,,,2,1,Maraville,Philippines,1,Google,Facebook Ads,52379778.0,41592140.0,52299212.0,42189880.0,37862371.0,29957922.0,16304786.0,16038146.0,6645.0,5995.0,795.0,194104530.0,162806910.0,107820.0,96
1473837214,90,579,669,2,10,2026-02-18,2026-02-27,0,2,2,1.0,2,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,95100.0,160.0,51900.0,160.0,23000.0,0.0,0.0,0.0,300.0,0.0,200.0,184163.0,7721.0,660.0,30
1476200310,507,501,1008,2,21,2026-02-19,2026-03-11,0,4,4,2.0,4,0.0,0,,,1,0,,Thailand,2,AppStore,,671061.0,16295.0,655680.0,12545.0,425800.0,0.0,0.0,0.0,600.0,0.0,300.0,1940454.0,80442.0,2100.0,33
1478979002,1173,2473,3646,8,66,2026-02-17,2026-04-23,0,5,5,0.625,5,0.0,0,,,1,0,,Poland,1,Google,Facebook Ads,1193050.0,469145.0,1188268.0,465395.0,532395.0,114920.0,9400.0,4750.0,900.0,0.0,250.0,4321704.0,1416308.0,3360.0,50
1481640213,719,2194,2913,9,44,2026-02-18,2026-04-02,0,4,4,0.4444444444444444,4,0.0,0,,,1,0,,Indonesia,1,Google,Facebook Ads,916825.0,908025.0,865530.0,856730.0,446096.0,446096.0,9400.0,0.0,950.0,0.0,600.0,2468764.0,2304526.0,8040.0,57
1483077807,18,233,251,1,1,2026-02-17,2026-02-17,0,0,0,0.0,0,0.0,0,,,1,0,,Indonesia,1,Google,,32800.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,39954.0,0.0,240.0,25
1484275689,651,725,1376,3,13,2026-02-16,2026-02-28,0,4,4,1.3333333333333333,4,0.0,0,,,1,1,immortals,Viet Nam,2,AppStore,organic,636704.0,549644.0,620090.0,537290.0,410740.0,410740.0,0.0,0.0,800.0,6.0,300.0,1903530.0,1591380.0,2340.0,40
1487216408,148,727,875,1,1,2026-02-18,2026-02-18,0,2,2,2.0,2,0.0,0,,,1,0,,Indonesia,1,Google,,100800.0,190.0,87633.0,190.0,43200.0,0.0,0.0,0.0,300.0,0.0,200.0,291813.0,15181.0,1260.0,33
1489176891,355,1199,1554,1,1,2026-02-17,2026-02-17,0,4,4,4.0,4,0.0,0,,,1,0,,Brazil,1,Google,Facebook Ads,553511.0,25040.0,539222.0,25040.0,381000.0,0.0,0.0,0.0,300.0,0.0,300.0,1589892.0,121486.0,1800.0,43
1490710246,1693,4391,6084,22,62,2026-02-16,2026-04-18,0,7,7,0.3181818181818182,7,0.99,1,2026-02-17 14:59:58,1.0,3,1,HolyRomanEmpire,Indonesia,1,Google,Facebook Ads,2657726.0,2557726.0,2471912.0,2371912.0,1333360.0,1333360.0,290240.0,18750.0,1710.0,1500.0,300.0,9356596.0,7368766.0,7320.0,72
1492812099,436,1413,1849,2,2,2026-02-19,2026-02-20,0,4,4,2.0,4,0.0,0,,,1,1,Hunters,Thailand,1,Google,Facebook Ads,514300.0,64170.0,501438.0,33170.0,359600.0,0.0,0.0,0.0,300.0,0.0,300.0,1492253.0,149304.0,1800.0,46
1493015770,19,235,254,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Brazil,1,Google,,32800.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,40004.0,0.0,240.0,25
1494493650,145,686,831,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Indonesia,1,Google,,85738.0,350.0,71532.0,350.0,30200.0,0.0,0.0,0.0,300.0,0.0,200.0,256880.0,22902.0,1140.0,33
1496037996,1123,3139,4262,13,7,2026-02-17,2026-02-23,0,6,6,0.46153846153846156,6,0.0,0,,,1,0,,Viet Nam,1,Google,Facebook Ads,1351596.0,550435.0,1267601.0,546685.0,263224.0,222000.0,38000.0,0.0,2870.0,99.0,1533.0,5980188.0,1577399.0,6780.0,55
1498580932,1404,3259,4663,7,31,2026-02-19,2026-03-21,0,5,5,0.7142857142857143,5,0.0,0,,,1,0,,Thailand,2,AppStore,Facebook Ads,1429464.0,383930.0,1369353.0,390930.0,663036.0,20920.0,41100.0,4750.0,1020.0,0.0,800.0,4195913.0,1111068.0,6300.0,57
1500025241,748,1944,2692,6,6,2026-02-17,2026-02-22,0,5,5,0.8333333333333334,5,0.0,0,,,1,0,,Canada,1,Google,Facebook Ads,1135790.0,72300.0,1077478.0,64800.0,447140.0,0.0,0.0,0.0,1000.0,0.0,450.0,3864646.0,223154.0,6000.0,44
1500660239,1646,4081,5727,7,5,2026-02-17,2026-02-21,0,6,6,0.8571428571428571,6,0.0,0,,,1,0,,Indonesia,1,Google,Facebook Ads,4326124.0,545810.0,3874342.0,546950.0,2149044.0,271280.0,711300.0,1200.0,1700.0,21.0,1240.0,12846442.0,1861139.0,10320.0,64
1500804720,212,551,763,3,31,2026-02-17,2026-03-19,0,3,3,1.0,3,0.0,0,,,1,0,,Thailand,2,AppStore,organic,131300.0,1850.0,117547.0,1850.0,63400.0,0.0,0.0,0.0,300.0,0.0,300.0,381039.0,18501.0,1500.0,34
1502153214,100,620,720,1,1,2026-02-18,2026-02-18,0,3,3,3.0,3,0.0,0,,,1,0,,Viet Nam,1,Google,,61120.0,2350.0,46400.0,2350.0,18800.0,0.0,0.0,0.0,300.0,0.0,200.0,139776.0,14500.0,600.0,32
1505985198,51,424,475,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Indonesia,1,Google,,49800.0,150.0,35400.0,150.0,11200.0,0.0,0.0,0.0,200.0,0.0,100.0,105405.0,1800.0,360.0,28
1506837453,89,318,407,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Australia,2,AppStore,,64800.0,160.0,50400.0,160.0,21500.0,0.0,0.0,0.0,300.0,0.0,100.0,149062.0,10321.0,540.0,30
1507135825,699,1679,2378,3,2,2026-02-17,2026-02-18,0,4,4,1.3333333333333333,4,0.0,0,,,1,1,CanaTeamFR,Italy,1,Google,Facebook Ads,745892.0,51055.0,728866.0,16305.0,430600.0,0.0,0.0,0.0,600.0,0.0,400.0,2121041.0,140389.0,3480.0,50
1507203079,178,239,417,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Viet Nam,2,AppStore,,109300.0,290.0,95937.0,290.0,48000.0,0.0,0.0,0.0,300.0,0.0,300.0,313728.0,22781.0,900.0,21
1508433173,9960,18150,28110,45,60,2026-02-17,2026-04-17,0,12,12,0.26666666666666666,12,0.99,1,2026-02-17 13:37:06,1.0,2,1,RésistanceFR,Brazil,2,AppStore,Facebook Ads,48419109.0,36672890.0,46034717.0,36241255.0,33551860.0,26203930.0,14623738.0,6226328.0,14371.0,14334.0,1040.0,181168978.0,142031255.0,54600.0,98
1509338248,141,731,872,1,1,2026-02-17,2026-02-17,0,2,2,2.0,2,0.0,0,,,1,0,,Philippines,1,Google,,86800.0,170.0,75747.0,170.0,31700.0,0.0,0.0,0.0,300.0,0.0,200.0,252950.0,22541.0,1680.0,32
1512616418,58,487,545,1,1,2026-02-16,2026-02-16,0,2,2,2.0,2,0.0,0,,,1,0,,Greece,1,Google,,51300.0,160.0,36900.0,160.0,11200.0,0.0,0.0,0.0,300.0,0.0,100.0,109955.0,1820.0,480.0,29
1513210037,356,1180,1536,2,2,2026-02-16,2026-02-17,0,3,3,1.5,3,0.0,0,,,1,0,,Philippines,1,Google,Facebook Ads,189944.0,13165.0,176249.0,9415.0,88600.0,0.0,0.0,0.0,600.0,0.0,400.0,546658.0,54583.0,1980.0,44
1513862656,8,76,84,1,1,2026-02-16,2026-02-16,0,0,0,0.0,0,0.0,0,,,1,0,,Philippines,1,Google,,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5554.0,0.0,60.0,19
